VendorNumber,VendorName,Brand,Description,PurchasePrice,Volume,ActualPrice,TotalPurchasedQuantity,TotalPurchasedDollar,TotalSalesDollars,TotalSalesPrice,TotalSalesQuantity,TotalExcisetax,FreightCost,GrossProfit,ProfitMargin,StockTurnOver,SalesToPurchaseRatio,UnitPurchasePrice,OrderSize,UnsoldInventoryValue
2000,SOUTHERN WINE & SPIRITS NE,20066,Ch Pagodes de Cos 10 Brdx,32.46,750.0,49.99,1,32.46,99.99,99.99,1.0,0.11,19016.59,67.53,67.54,1.0,3.08,32.46,Small,0.0
2000,SOUTHERN WINE & SPIRITS NE,22226,Geyser Peak Pnt Nr,9.99,750.0,15.99,1,9.99,71.96,71.96,4.0,0.44,19016.59,61.97,86.12,4.0,7.2,9.99,Small,-29.97
2000,SOUTHERN WINE & SPIRITS NE,23284,Ch Les Carruades 11 Lafitte,142.85,750.0,219.99,1,142.85,4179.81,2199.9,19.0,2.12,19016.59,4036.96,96.58,19.0,29.26,142.85,Small,-2571.2999999999997
2000,SOUTHERN WINE & SPIRITS NE,23328,Ch Clerc Milon Pauillac 11,52.41,750.0,75.99,1,52.41,1747.77,1367.82,23.0,2.54,19016.59,1695.36,97.0,23.0,33.35,52.41,Small,-1153.02
2000,SOUTHERN WINE & SPIRITS NE,23340,Le Petit Mout Roths 11 Pauil,100.66,750.0,149.99,1,100.66,2099.86,449.97,14.0,1.57,19016.59,1999.2,95.21,14.0,20.86,100.66,Small,-1308.58
2000,SOUTHERN WINE & SPIRITS NE,23496,Ch Reserve d La Cometesse 11,31.5,750.0,45.99,1,31.5,689.85,551.88,15.0,1.65,19016.59,658.35,95.43,15.0,21.9,31.5,Small,-441.0
2000,SOUTHERN WINE & SPIRITS NE,24314,Ch Pez 12 St-Estephe,28.38,750.0,43.99,1,28.38,3211.27,2463.44,73.0,8.05,19016.59,3182.89,99.12,73.0,113.15,28.38,Small,-2043.36
2450,DJINN SPIRITS LLC,2150,Beat 3 Single Malt Whiskey,28.34,750.0,35.99,1,28.34,36.99,36.99,1.0,0.79,251.28,8.65,23.38,1.0,1.31,28.34,Small,0.0
2561,EDRINGTON AMERICAS,2118,The Glenturret 27 Yr Old,151.51,750.0,199.99,1,151.51,4199.79,3199.84,21.0,16.55,9654.5,4048.28,96.39,21.0,27.72,151.51,Small,-3030.2
2561,EDRINGTON AMERICAS,2421,Highland Park Odin,265.14,750.0,349.99,1,265.14,3149.91,3149.91,9.0,7.11,9654.5,2884.77,91.58,9.0,11.88,265.14,Small,-2121.12
2561,EDRINGTON AMERICAS,2823,The Macallan MOP,1111.1,375.0,1499.99,1,1111.1,1499.99,1499.99,1.0,0.39,9654.5,388.89,25.93,1.0,1.35,1111.1,Small,0.0
3252,E & J GALLO WINERY,7316,New Amsterdam Red Berry Vdka,12.02,1750.0,15.99,1,12.02,63.96,63.96,4.0,7.36,61966.91,51.94,81.21,4.0,5.32,12.02,Small,-36.06
3664,WILLIAM GRANT & SONS INC,8385,Glenfiddich 1978 Rare Collct,2713.17,750.0,3499.99,1,2713.17,3499.99,3499.99,1.0,0.79,30234.42,786.82,22.48,1.0,1.29,2713.17,Small,0.0
3924,HEAVEN HILL DISTILLERIES,2106,Elijah Craig 18 Yr,93.52,750.0,129.99,1,93.52,519.96,519.96,4.0,3.16,14069.87,426.44,82.01,4.0,5.56,93.52,Small,-280.56
3924,HEAVEN HILL DISTILLERIES,5224,Basilica Amaretto,7.08,750.0,9.49,1,7.08,47.45,47.45,5.0,3.95,14069.87,40.37,85.08,5.0,6.7,7.08,Small,-28.32
3960,DIAGEO NORTH AMERICA INC,819,Scoresby Scotch,8.56,1000.0,11.99,1,8.56,11.99,11.99,1.0,1.05,257032.07,3.43,28.61,1.0,1.4,8.56,Small,0.0
3960,DIAGEO NORTH AMERICA INC,1761,Bulleit 95 Rye,27.77,1000.0,34.99,1,27.77,34.99,34.99,1.0,1.05,257032.07,7.22,20.63,1.0,1.26,27.77,Small,0.0
3960,DIAGEO NORTH AMERICA INC,5104,Nuvo Lemon Sorbet Liqueur,18.93,750.0,24.99,1,18.93,124.95,124.95,5.0,3.95,257032.07,106.02,84.85,5.0,6.6,18.93,Small,-75.72
3960,DIAGEO NORTH AMERICA INC,6127,The Club Strawbry Margarita,1.47,200.0,1.99,1,1.47,143.28,77.61,72.0,15.12,257032.07,141.81,98.97,72.0,97.47,1.47,Small,-104.37
4425,MARTIGNETTI COMPANIES,2750,Henry DuYore's Strgt Bourbon,33.33,750.0,42.99,1,33.33,1848.57,1805.58,43.0,33.96,144929.24,1815.24,98.2,43.0,55.46,33.33,Small,-1399.86
4425,MARTIGNETTI COMPANIES,6450,Sebastiani Merlot Sonoma,13.6,750.0,19.99,1,13.6,19.99,19.99,1.0,0.11,144929.24,6.39,31.97,1.0,1.47,13.6,Small,0.0
4425,MARTIGNETTI COMPANIES,12149,Hobbs Crossbarn Pnt Nr RRV,23.99,750.0,35.99,1,23.99,2735.24,1763.51,76.0,8.43,144929.24,2711.25,99.12,76.0,114.02,23.99,Small,-1799.2499999999998
4425,MARTIGNETTI COMPANIES,14681,Shafer Hillside Cab Svgn 06,259.99,1500.0,389.99,1,259.99,779.98,779.98,2.0,0.44,144929.24,519.99,66.67,2.0,3.0,259.99,Small,-259.99
4425,MARTIGNETTI COMPANIES,16425,Kirkland Signature Supr Brdx,5.36,750.0,7.99,1,5.36,7.99,7.99,1.0,0.11,144929.24,2.63,32.92,1.0,1.49,5.36,Small,0.0
4425,MARTIGNETTI COMPANIES,16688,Ch Lestiac Cotes de Bordeaux,6.16,750.0,9.49,1,6.16,9.49,9.49,1.0,0.11,144929.24,3.33,35.09,1.0,1.54,6.16,Small,0.0
4425,MARTIGNETTI COMPANIES,16998,Ch Rauzan Segla Margaux 09,106.66,750.0,159.99,1,106.66,319.98,319.98,2.0,0.22,144929.24,213.32,66.67,2.0,3.0,106.66,Small,-106.66
4425,MARTIGNETTI COMPANIES,17118,Heitz Martha's Vyd Cab Svgn,145.15,750.0,224.99,1,145.15,674.97,449.98,3.0,0.33,144929.24,529.82,78.5,3.0,4.65,145.15,Small,-290.3
4425,MARTIGNETTI COMPANIES,17933,Camp Meeting Ridge Pnt Nr,64.13,750.0,92.99,1,64.13,650.93,278.97,7.0,0.78,144929.24,586.8,90.15,7.0,10.15,64.13,Small,-384.78
4425,MARTIGNETTI COMPANIES,18458,Tussock Jumper Chard,6.8,750.0,9.99,1,6.8,9.99,9.99,1.0,0.11,144929.24,3.19,31.93,1.0,1.47,6.8,Small,0.0
4425,MARTIGNETTI COMPANIES,20001,Soter Vyds North Vly Pnt Nr,23.97,750.0,34.99,1,23.97,2729.22,2379.32,78.0,8.59,144929.24,2705.25,99.12,78.0,113.86,23.97,Small,-1845.6899999999998
4425,MARTIGNETTI COMPANIES,20222,Nantucket Vyd Chard,9.99,750.0,14.99,1,9.99,14.99,14.99,1.0,0.11,144929.24,5.0,33.36,1.0,1.5,9.99,Small,0.0
4425,MARTIGNETTI COMPANIES,21159,Nyers Vyds Sage Canyon Red,13.1,750.0,27.99,1,13.1,132.93,94.95,7.0,0.78,144929.24,119.83,90.15,7.0,10.15,13.1,Small,-78.6
4425,MARTIGNETTI COMPANIES,21280,Rodney Strong Bros Ridge Cab,47.09,750.0,72.99,1,47.09,1532.79,1094.85,21.0,2.33,144929.24,1485.7,96.93,21.0,32.55,47.09,Small,-941.8000000000001
4425,MARTIGNETTI COMPANIES,21339,Flowers Sonoma Cst Chard,64.51,1500.0,105.99,1,64.51,599.94,599.94,6.0,1.32,144929.24,535.43,89.25,6.0,9.3,64.51,Small,-322.55
4425,MARTIGNETTI COMPANIES,21340,Flowers Sonoma Cst Pnt Nr,66.66,1500.0,105.99,1,66.66,399.96,399.96,4.0,0.88,144929.24,333.3,83.33,4.0,6.0,66.66,Small,-199.98
4425,MARTIGNETTI COMPANIES,21519,Copain Monument Tree Pnt Nr,32.89,750.0,49.99,1,32.89,1049.79,649.87,21.0,2.33,144929.24,1016.9,96.87,21.0,31.92,32.89,Small,-657.8
4425,MARTIGNETTI COMPANIES,22073,Opus One 11,156.46,750.0,229.99,1,156.46,2529.89,2069.91,11.0,1.21,144929.24,2373.43,93.82,11.0,16.17,156.46,Small,-1564.6000000000001
4425,MARTIGNETTI COMPANIES,23468,Il Poggione di Montalcino,116.99,1500.0,178.99,1,116.99,715.96,715.96,4.0,0.88,144929.24,598.97,83.66,4.0,6.12,116.99,Small,-350.96999999999997
4425,MARTIGNETTI COMPANIES,23661,Bouvier Morey St Denis Rue d,32.66,750.0,48.99,1,32.66,1812.63,832.83,37.0,4.12,144929.24,1779.97,98.2,37.0,55.5,32.66,Small,-1175.7599999999998
4425,MARTIGNETTI COMPANIES,24260,Red Car Ritchie Vyd Chard,36.54,750.0,52.99,1,36.54,1006.81,741.86,19.0,2.11,144929.24,970.27,96.37,19.0,27.55,36.54,Small,-657.72
4425,MARTIGNETTI COMPANIES,24994,Couvent des Thorins Moulin,17.44,750.0,25.99,1,17.44,649.75,649.75,25.0,2.75,144929.24,632.31,97.32,25.0,37.26,17.44,Small,-418.56000000000006
4425,MARTIGNETTI COMPANIES,25018,L'Enclos de Viaud Lalande Po,20.68,750.0,29.99,1,20.68,3148.95,2369.21,105.0,11.59,144929.24,3128.27,99.34,105.0,152.27,20.68,Small,-2150.72
4425,MARTIGNETTI COMPANIES,25130,Stratus Cab Franc VQA,20.68,750.0,29.99,1,20.68,2219.26,1649.45,74.0,8.19,144929.24,2198.58,99.07,74.0,107.31,20.68,Small,-1509.6399999999999
4425,MARTIGNETTI COMPANIES,25154,Vina Cobos Cocodrilo Corte,17.0,750.0,24.99,1,17.0,1874.25,1624.35,75.0,8.28,144929.24,1857.25,99.09,75.0,110.25,17.0,Small,-1258.0
4425,MARTIGNETTI COMPANIES,25184,Riglos Gran Cab Svgn,17.23,750.0,24.99,1,17.23,1849.26,1424.43,74.0,8.17,144929.24,1832.03,99.07,74.0,107.33,17.23,Small,-1257.79
4425,MARTIGNETTI COMPANIES,27033,Penfolds B28 Shiraz/Kalimna,19.73,750.0,29.99,1,19.73,890.73,725.78,27.0,2.97,144929.24,871.0,97.78,27.0,45.15,19.73,Small,-512.98
4425,MARTIGNETTI COMPANIES,27934,Terruzzi & Puthod Vernaccia,3.37,750.0,4.99,1,3.37,4.99,4.99,1.0,0.11,144929.24,1.62,32.46,1.0,1.48,3.37,Small,0.0
4425,MARTIGNETTI COMPANIES,31176,Penfld Bin 407 Cab Svgn Ausl,47.94,750.0,69.99,1,47.94,629.91,559.92,9.0,0.99,144929.24,581.97,92.39,9.0,13.14,47.94,Small,-383.52
4425,MARTIGNETTI COMPANIES,37940,Staglin Salus Rthfd Chard,22.06,750.0,49.99,1,22.06,287.91,191.94,9.0,1.0,144929.24,265.85,92.34,9.0,13.05,22.06,Small,-176.48
4692,KOBRAND CORPORATION,11274,Nardi Brunello di Montalcino,32.18,750.0,49.99,1,32.18,649.87,199.96,13.0,1.45,9139.38,617.69,95.05,13.0,20.19,32.18,Small,-386.15999999999997
4692,KOBRAND CORPORATION,11668,Taittinger Brut Francaise,260.54,6000.0,382.99,1,260.54,382.99,382.99,1.0,0.9,9139.38,122.45,31.97,1.0,1.47,260.54,Small,0.0
4692,KOBRAND CORPORATION,20274,Louis Jadot Chmble-Musgny 11,34.48,750.0,49.99,1,34.48,99.98,99.98,2.0,0.22,9139.38,65.5,65.51,2.0,2.9,34.48,Small,-34.48
4692,KOBRAND CORPORATION,20420,Vigne A Porrona Rosso,8.66,750.0,12.99,1,8.66,272.79,194.85,21.0,2.33,9139.38,264.13,96.83,21.0,31.5,8.66,Small,-173.2
4692,KOBRAND CORPORATION,22533,Jadot Marsannay Clos Roy 12,23.02,750.0,34.99,1,23.02,349.9,314.91,10.0,1.1,9139.38,326.88,93.42,10.0,15.2,23.02,Small,-207.18
4692,KOBRAND CORPORATION,22543,Jadot Santenay Clos Rous 12,23.48,750.0,34.99,1,23.48,139.96,104.97,4.0,0.44,9139.38,116.48,83.22,4.0,5.96,23.48,Small,-70.44
4692,KOBRAND CORPORATION,22554,Jadot Pernand Croix Blanc 12,23.64,750.0,34.99,1,23.64,104.97,69.98,3.0,0.33,9139.38,81.33,77.48,3.0,4.44,23.64,Small,-47.28
4692,KOBRAND CORPORATION,25064,Jadot Beaune Bressandes 13,29.52,750.0,43.99,1,29.52,1099.75,879.8,25.0,2.75,9139.38,1070.23,97.32,25.0,37.25,29.52,Small,-708.48
4692,KOBRAND CORPORATION,25078,Jadot Savigny Bl Clos de Gue,26.14,750.0,39.99,1,26.14,1119.72,839.79,28.0,3.08,9139.38,1093.58,97.67,28.0,42.84,26.14,Small,-705.78
4692,KOBRAND CORPORATION,40583,M Chiarlo Gavi Wh,7.33,750.0,10.99,1,7.33,1208.9,802.27,110.0,12.2,9139.38,1201.57,99.39,110.0,164.92,7.33,Small,-798.97
5612,MILTONS DISTRIBUTING CO,17675,Albero Sparkling Wh Organic,4.14,750.0,6.29,1,4.14,5.79,5.79,1.0,0.11,9.46,1.65,28.5,1.0,1.4,4.14,Small,0.0
6213,MHW LTD,917,Douce Provence Pear Liqueur,15.71,750.0,21.99,1,15.71,21.99,21.99,1.0,0.79,9621.58,6.28,28.56,1.0,1.4,15.71,Small,0.0
6785,PALM BAY INTERNATIONAL INC,19435,Jean Luc Colombo Ruchets 07,55.17,750.0,79.99,1,55.17,159.98,159.98,2.0,0.22,13605.41,104.81,65.51,2.0,2.9,55.17,Small,-55.17
6785,PALM BAY INTERNATIONAL INC,22161,Santa Rita Organic Svgn Bl,3.35,750.0,4.99,1,3.35,9.99,9.99,1.0,0.11,13605.41,6.64,66.47,1.0,2.98,3.35,Small,0.0
7153,PINE STATE TRADING CO,2137,Glen Moray 10 Yr Chard Cask,29.99,750.0,40.99,1,29.99,3074.22,2806.79,78.0,61.57,15884.82,3044.23,99.02,78.0,102.51,29.99,Small,-2309.23
7153,PINE STATE TRADING CO,5654,Merry Irish Cream Liqueur,9.52,750.0,11.99,1,9.52,35.97,35.97,3.0,2.37,15884.82,26.45,73.53,3.0,3.78,9.52,Small,-19.04
7153,PINE STATE TRADING CO,14360,Redtree Moscato,5.8,750.0,8.99,1,5.8,8.99,8.99,1.0,0.11,15884.82,3.19,35.48,1.0,1.55,5.8,Small,0.0
7153,PINE STATE TRADING CO,22178,Portal 40 Yr Old Tawny Port,124.99,750.0,189.99,1,124.99,189.99,189.99,1.0,0.11,15884.82,65.0,34.21,1.0,1.52,124.99,Small,0.0
7153,PINE STATE TRADING CO,23948,Ch La Croix Lartigue 09,25.15,750.0,38.99,1,25.15,3937.99,3236.17,101.0,11.15,15884.82,3912.84,99.36,101.0,156.58,25.15,Small,-2515.0
7153,PINE STATE TRADING CO,26508,Ch Maycott Red,6.81,750.0,10.49,1,6.81,10.49,10.49,1.0,0.11,15884.82,3.68,35.08,1.0,1.54,6.81,Small,0.0
7153,PINE STATE TRADING CO,41231,Mad Dogs & Englishmen Jumil,6.53,750.0,9.99,1,6.53,279.8,251.82,20.0,2.2,15884.82,273.27,97.67,20.0,42.85,6.53,Small,-124.07000000000001
7245,PROXIMO SPIRITS INC.,928,Hangar One Citron,20.14,750.0,27.99,1,20.14,27.99,27.99,1.0,0.79,38994.78,7.85,28.05,1.0,1.39,20.14,Small,0.0
7245,PROXIMO SPIRITS INC.,957,Hangar One Blueberry Vodka,21.37,750.0,27.99,1,21.37,167.94,167.94,6.0,4.74,38994.78,146.57,87.28,6.0,7.86,21.37,Small,-106.85000000000001
7245,PROXIMO SPIRITS INC.,3065,Three Olives Grape Vodka,0.71,50.0,0.99,1,0.71,85.14,33.66,86.0,4.46,38994.78,84.43,99.17,86.0,119.92,0.71,Small,-60.349999999999994
7749,R.P.IMPORTS INC,14542,Ch Haut-BrionPessac-Leo Gr C,193.54,750.0,329.99,1,193.54,299.99,299.99,1.0,0.11,91.5,106.45,35.48,1.0,1.55,193.54,Small,0.0
7749,R.P.IMPORTS INC,19586,Ch Godeau St Emilion 10 Cru,28.76,750.0,41.99,1,28.76,125.97,83.98,3.0,0.33,91.5,97.21,77.17,3.0,4.38,28.76,Small,-57.52
